"canopus_id"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#all classifications"	"canopus_featureId"	"feature_id"
"36_mapp_batch_00114_sirius_36"	"C7H17NS"	"[M + H]+"	"C7H17NS"	"Fatty acids"	0.794918179512024	"Fatty acyls"	0.570839822292328	"Polyamines"	0.183783695101738	"Alkylthiols"	0.0855490043759346	NA	NA	"Alkylthiols"	0.0855490043759346	"Thiols"	0.0605013705790043	"Organosulfur compounds"	0.999416351318359	"Organic compounds; Organosulfur compounds; Organonitrogen compounds; Monoalkylamines; Thioethers; Dialkylamines; Amines; Primary amines; Secondary amines; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	36	36
"39_mapp_batch_00114_sirius_39"	"C5H11NO2"	"[M + K]+"	"C5H11NO2"	"Amino acids and Peptides"	0.43607023358345	"Small peptides"	0.434947669506073	"Aminoacids"	0.580464422702789	"Alpha amino acids"	0.654919981956482	"Amino acids and derivatives"	0.594803631305695	"Amino acids, peptides, and analogues"	0.581122934818268	"Carboxylic acids and derivatives"	0.893961071968079	"Organic acids and derivatives"	0.840809106826782	"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	39	39
"40_mapp_batch_00114_sirius_40"	"C6H14N4O2"	"[M + Na]+"	"C6H14N4O2"	"Amino acids and Peptides"	0.999822795391083	"Small peptides"	0.999913811683655	"Aminoacids"	0.995751619338989	"L-alpha-amino acids"	0.58510285615921	"Amino acids and derivatives"	0.99988865852356	"Amino acids, peptides, and analogues"	0.999893426895142	"Carboxylic acids and derivatives"	0.999877333641052	"Organic acids and derivatives"	0.999941945075989	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	40	40
"42_mapp_batch_00114_sirius_42"	"C6H14N2O2"	"[M + K]+"	"C6H14N2O2"	"Amino acids and Peptides"	0.881912231445312	"Small peptides"	0.964403450489044	"Aminoacids"	0.803814351558685	"Alpha amino acid amides"	0.809121787548065	"Amino acids and derivatives"	0.98855060338974	"Amino acids, peptides, and analogues"	0.989107429981232	"Carboxylic acids and derivatives"	0.995700657367706	"Organic acids and derivatives"	0.998951196670532	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acid amides; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	42	42
"44_mapp_batch_00114_sirius_44"	"C8H18ClN2O5PS"	"[M + K]+"	"C8H18ClN2O5PS"	"Alkaloids"	0.843929529190063	"Ornithine alkaloids"	0.100677348673344	"Wax monoesters"	0.0846665725111961	"Phosphoric monoester diamides"	0.564211905002594	"Organic phosphoric acid diamides"	0.454318016767502	"Organic phosphoramides"	0.104827411472797	"Organic phosphoric acids and derivatives"	0.0898117870092392	"Organic acids and derivatives"	0.368215322494507	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Alkyl chlorides; Organothiophosphorus compounds; Organochlorides; Alkyl halides; Sulfenyl compounds; Phosphoric monoester diamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	44	44
"45_mapp_batch_00114_sirius_45"	"C13H26O13P2"	"[M + Na]+"	"C13H26O13P2"	"Carbohydrates"	0.879830062389374	"Saccharides"	0.0528383329510689	"Acyclic monoterpenoids"	0.0318463481962681	"Hexoses"	0.764459252357483	"Monosaccharides"	0.916567981243134	"Carbohydrates and carbohydrate conjugates"	0.985914707183838	"Organooxygen compounds"	0.99999988079071	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Organic pyrophosphates; Oxanes; Polyols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	45	45
"47_mapp_batch_00114_sirius_47"	"C10H8F3N4OPS2"	"[M + Na]+"	"C10H8F3N4OPS2"	"Alkaloids"	0.998465299606323	"Nicotinic acid alkaloids"	0.66766220331192	"Pyridine alkaloids"	0.62304162979126	"Trifluoromethylbenzenes"	0.554096162319183	NA	NA	"Trifluoromethylbenzenes"	0.554096162319183	"Benzene and substituted derivatives"	0.72739189863205	"Benzenoids"	0.557215690612793	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiadiazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	47	47
"50_mapp_batch_00114_sirius_50"	"C10H8F3N4OPS2"	"[M + K]+"	"C10H8F3N4OPS2"	"Alkaloids"	0.998398125171661	"Nicotinic acid alkaloids"	0.730133771896362	"Pyridine alkaloids"	0.678224861621857	"Benzene and substituted derivatives"	0.600028812885284	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.600028812885284	"Benzenoids"	0.584731817245483	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiadiazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	50	50
"56_mapp_batch_00114_sirius_56"	"C12H14Br2N2O3"	"[M + H]+"	"C12H14Br2N2O3"	"Alkaloids"	0.940845131874084	"Ornithine alkaloids"	0.576599895954132	"Polyamines"	0.480273336172104	"O-bromophenols"	0.878654718399048	"Bromophenols"	0.809589743614197	"Halophenols"	0.792701244354248	"Phenols"	0.729100286960602	"Benzenoids"	0.99935919046402	"Organic compounds; Lipids and lipid-like molecules; Halobenzenes; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Organobromides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; Aryl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	56	56
"62_mapp_batch_00114_sirius_62"	"C8H6N6O3"	"[M + H]+"	"C8H6N6O3"	"Alkaloids"	0.999008119106293	"Pseudoalkaloids"	0.835213422775269	"pteridine alkaloids"	0.469855070114136	"Pyrimidines and pyrimidine derivatives"	0.556829571723938	NA	NA	"Pyrimidines and pyrimidine derivatives"	0.556829571723938	"Diazines"	0.747289657592773	"Organoheterocyclic compounds"	0.999514818191528	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	62	62
"63_mapp_batch_00114_sirius_63"	"C12H12N2O3S2"	"[M + K]+"	"C12H12N2O3S2"	"Alkaloids"	0.687492847442627	"Small peptides"	0.422003775835037	"Aminoacids"	0.189683273434639	"Alpha amino acids and derivatives"	0.796727359294891	"Amino acids and derivatives"	0.73952043056488	"Amino acids, peptides, and analogues"	0.735979616641998	"Carboxylic acids and derivatives"	0.998902916908264	"Organic acids and derivatives"	0.999902725219727	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiophenes; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; N-arylamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	63	63
"67_mapp_batch_00114_sirius_67"	"C11H10N2OS2"	"[M + H]+"	"C11H10N2OS2"	"Alkaloids"	0.358612954616547	"Anthranilic acid alkaloids"	0.0670050382614136	"Isocoumarins"	0.0973612666130066	"Benzene and substituted derivatives"	0.631912291049957	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.631912291049957	"Benzenoids"	0.314370930194855	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiophenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Carboximidamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	67	67
"68_mapp_batch_00114_sirius_68"	"C6H14N4O2"	"[M + K]+"	"C6H14N4O2"	"Amino acids and Peptides"	0.999772727489471	"Small peptides"	0.999732911586762	"Aminoacids"	0.996714353561401	"L-alpha-amino acids"	0.528606176376343	"Amino acids and derivatives"	0.999819695949554	"Amino acids, peptides, and analogues"	0.999817788600922	"Carboxylic acids and derivatives"	0.999906063079834	"Organic acids and derivatives"	0.999868512153626	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	68	68
"71_mapp_batch_00114_sirius_71"	"C7H5ClN2O7S"	"[M + K]+"	"C7H5ClN2O7S"	"Shikimates and Phenylpropanoids"	0.461277335882187	"Small peptides"	0.439921826124191	"Aminoacids"	0.440892785787582	"Benzenesulfonic acids and derivatives"	0.964779376983643	NA	NA	"Benzenesulfonic acids and derivatives"	0.964779376983643	"Benzene and substituted derivatives"	0.866206169128418	"Benzenoids"	0.995335519313812	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Aryl chlorides; Organic nitro compounds; Sulfonyls; Organosulfonic acids; Carboxylic acids; Organic oxoazanium compounds; Organochlorides; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Aryl halides; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	71	71
"75_mapp_batch_00114_sirius_75"	"C7H17N3S"	"[M + H]+"	"C7H17N3S"	"Alkaloids"	0.992980599403381	"Ornithine alkaloids"	0.867201805114746	"Polyamines"	0.824503719806671	"Guanidines"	0.897281765937805	NA	NA	"Guanidines"	0.897281765937805	"Organonitrogen compounds"	0.999998331069946	"Organic nitrogen compounds"	0.99999737739563	"Organic compounds; Organosulfur compounds; Organonitrogen compounds; Guanidines; Carboximidamides; Sulfenyl compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	75	75
"77_mapp_batch_00114_sirius_77"	"C6H8N2O2"	"[M + H]+"	"C6H8N2O2"	"Alkaloids"	0.916957437992096	"Nicotinic acid alkaloids"	0.224335119128227	"Pyridine alkaloids"	0.200029507279396	"Aryl alkyl ketones"	0.835906267166138	"Ketones"	0.354013442993164	"Carbonyl compounds"	0.200312033295631	"Organooxygen compounds"	0.999964833259582	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Diazines; Substituted imidazoles; Aromatic alcohols; Aryl ketones; Aryl alkyl ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	77	77
"78_mapp_batch_00114_sirius_78"	"C6H10N2O3"	"[M + H]+"	"C6H10N2O3"	"Amino acids and Peptides"	0.6991126537323	"Histidine alkaloids"	0.353218644857407	"Imidazole alkaloids"	0.409444689750671	"Aryl alkyl ketones"	0.598296701908112	"Ketones"	0.592110633850098	"Carbonyl compounds"	0.679121613502502	"Organooxygen compounds"	0.999798595905304	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Imidazoles; Ketones; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Secondary alcohols; Carbonyl compounds; Polyols; Substituted imidazoles; 1,2-diols; Aromatic alcohols; Aryl ketones; Aryl alkyl ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	78	78
"79_mapp_batch_00114_sirius_79"	"C3H8NO6P"	"[M + K]+"	"C3H8NO6P"	"Amino acids and Peptides"	0.986500561237335	"Small peptides"	0.99142998456955	"Aminoacids"	0.979480981826782	"Alpha amino acids and derivatives"	0.96306562423706	"Amino acids and derivatives"	0.97317898273468	"Amino acids, peptides, and analogues"	0.971517562866211	"Carboxylic acids and derivatives"	0.964709460735321	"Organic acids and derivatives"	0.999646544456482	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	79	79
"80_mapp_batch_00114_sirius_80"	"C6H14N4O2"	"[M + H]+"	"C6H14N4O2"	"Amino acids and Peptides"	0.999864459037781	"Small peptides"	0.999943733215332	"Aminoacids"	0.996877908706665	"L-alpha-amino acids"	0.592854082584381	"Amino acids and derivatives"	0.999915838241577	"Amino acids, peptides, and analogues"	0.999918818473816	"Carboxylic acids and derivatives"	0.99994683265686	"Organic acids and derivatives"	0.99997889995575	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	80	80
