"sirius_smiles"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_ConfidenceScoreExact"	"sirius_ConfidenceScoreApproximate"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScoreNormalized"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_precursorFormula"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_retentionTimeInMinutes"	"sirius_formulaId"	"sirius_alignedFeatureId"	"sirius_mappingFeatureId"	"sirius_overallFeatureQuality"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"C1=C(NC=N1)CC(C(=O)O)N"	1	1	"0.982"	"0.991"	-22.655	1	1	36.066	"C6H9N3O2"	"[M + Na]+"	"C6H9N3NaO2+"	"HNDVDQJCIGZPNO"	"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)"	"L-His"	-3.2	"101100551;22058933;9815258;136768573;136768597;136768598;136802402;136951621;6971009;6971048;87528073;15556516;16056331;5247180;16217281;16217564;5288059;5288559;5460934;5460936;5460937;5460941;5460943;5460945;5460948;51342292;118264376;53885979;86580368;129716535;4629346;58203003;124202807;137333494;102176482;102462245;162642344;162642346;162642348;136205229;135705197;136264951;136264952;59048770;135897705;59373198;25240990;25241086;25241571;10261337;10313231;10329518;71725525;71777659;132472196;11159446;11159482;11194454;11378637;130346518;773;6274;71083;135379;46781699;3651426;3651721;3723250;122411932;90472119;71309184;71309586;71309659;71309677;73755104"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000177 HMDB0250763);MiMeDB:(MMDBc0000058 MMDBc0055866);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(21947049 6274 66091 71083 773);SUPERNATURAL:(SN0130145);HSDB:(71-00-1);MESH:(773 6274);FooDB:(FDB011856);PUBCHEM:(101100551 22058933 9815258 136768573 136768597 136768598 136802402 136951621 6971009 6971048 87528073 15556516 16056331 5247180 16217281 16217564 5288059 5288559 5460934 5460936 5460937 5460941 5460943 5460945 5460948 51342292 118264376 53885979 86580368 129716535 4629346 58203003 124202807 137333494 102176482 102462245 162642344 162642346 162642348 136205229 135705197 136264951 136264952 59048770 135897705 59373198 25240990 25241086 25241571 10261337 10313231 10329518 71725525 71777659 132472196 11159446 11159482 11194454 11378637 130346518 773 6274 71083 135379 46781699 3651426 3651721 3723250 122411932 90472119 71309184 71309586 71309659 71309677 73755104);GNPS:(CCMSLIB00003136042 CCMSLIB00000577965);COCONUT:(CNP0161367);NORMAN:(NS00005578 NS00079380 NS00079890 NS00079950 NS00081141 NS00081976 NS00082207 NS00089034);METACYC:(CPD-12151 HIS);PLANTCYC:(HIS);CHEBI:(27947 15971 32523 32531 32532 57595 27570 32529 32527 32512 32513 32526 32510 142967);KEGG:(C00768 C06419 C00135);DSSTox:(DTXSID00208089 DTXSID00901785 DTXSID10924465 DTXSID20884263 DTXSID3020700 DTXSID401014452 DTXSID701009143 DTXSID70413027 DTXSID70889344 DTXSID80199704 DTXSID9023126);LOTUS:(Q27103201 Q485277 Q27077043);YMDB:(YMDB00794 YMDB00369);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(HNDVDQJCIGZPNO-UHFFFAOYSA-N)"	139577465726	178.059	448	7.47	695995002234161152	695994677100090624	832	NA	NA	NA	NA	NA	832
"C1=C(NC=N1)CCNO"	1	1	"0.192"	"0.254"	-101.031	1	0.333	6.673	"C5H9N3O"	"[M - H2O + H]+"	"C5H8N3+"	"RQLLCBPTFACWDH"	"InChI=1S/C5H9N3O/c9-8-2-1-5-3-6-4-7-5/h3-4,8-9H,1-2H2,(H,6,7)"	"n-Hydroxyhistamine"	-0.034	"54280501"	"METACYC:(CPD-21001);PUBCHEM:(54280501);PUBMED:(null)"	2114	110.072	474	7.898	695995038665886848	695994678329021696	849	NA	NA	NA	NA	NA	849
"C1=C(NC=N1)CCNO"	1	1	"0.109"	"0.143"	-113.547	1	0.333	37.712	"C5H9N3O"	"[M - H2O + H]+"	"C5H8N3+"	"RQLLCBPTFACWDH"	"InChI=1S/C5H9N3O/c9-8-2-1-5-3-6-4-7-5/h3-4,8-9H,1-2H2,(H,6,7)"	"n-Hydroxyhistamine"	-0.034	"54280501"	"METACYC:(CPD-21001);PUBCHEM:(54280501);PUBMED:(null)"	2114	110.072	448	7.473	695995005715433600	695994677293028608	834	NA	NA	NA	NA	NA	834
"C1=C(NC=N1)CCNO"	1	1	"0.183"	"0.269"	-93.195	1	0.333	43.588	"C5H9N3O"	"[M - H2O + H]+"	"C5H8N3+"	"RQLLCBPTFACWDH"	"InChI=1S/C5H9N3O/c9-8-2-1-5-3-6-4-7-5/h3-4,8-9H,1-2H2,(H,6,7)"	"n-Hydroxyhistamine"	-0.034	"54280501"	"METACYC:(CPD-21001);PUBCHEM:(54280501);PUBMED:(null)"	2114	110.072	468	7.796	695995008005523712	695994678039614720	844	NA	NA	NA	NA	NA	844
"C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCNC(=O)CNC(=O)CNC(=O)CN"	1	1	"0.144"	"0.144"	-196.43	0.804	0.198	30.054	"C14H19N7O7"	"[M - H2O + H]+"	"C14H18N7O6+"	"ZWHFBDUDVSTWBY"	"InChI=1S/C14H19N7O7/c15-6-12(22)18-8-14(24)19-7-13(23)17-4-3-16-10-2-1-9(20(25)26)5-11(10)21(27)28/h1-2,5,16H,3-4,6-8,15H2,(H,17,23)(H,18,22)(H,19,24)"	"2-amino-N-[2-[[2-[2-(2,4-dinitroanilino)ethylamino]-2-oxoethyl]amino]-2-oxoethyl]acetamide"	-0.8	"16089695"	"PUBCHEM:(16089695)"	2	380.132	222	3.699	695994883967366272	695994660255763840	371	NA	NA	NA	NA	NA	371
"C1=CC(=CC(=C1)[O])C#N"	1	1	"0.038"	"0.038"	-46.811	0.911	0.302	36.829	"C7H4NO"	"[M + H3N + H]+"	"C7H8N2O+"	"WZYSPBIRMVPAFW"	"InChI=1S/C7H4NO/c8-5-6-2-1-3-7(9)4-6/h1-4H"	"3-Cyanophenoxyradical"	1.191	"101186088"	"PUBCHEM:(101186088)"	2	136.062	172	2.874	695994787586448512	695994655428119424	233	NA	NA	NA	NA	NA	233
"C1=CC(=CC(=C1)C=O)C=O"	1	1	"0.071"	"0.146"	-70.473	1	0.333	101.041	"C8H6O2"	"[M + H3N + H]+"	"C8H10NO2+"	"IZALUMVGBVKPJD"	"InChI=1S/C8H6O2/c9-5-7-2-1-3-8(4-7)6-10/h1-6H"	"2,4-Dideuteriobenzene-1,3-dicarbaldehyde"	1.306	"53942843;139629460;10219460;141578460;59890955;34777;12198199;18653403"	"NORMAN:(NS00042925);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0159122);HSDB:(626-19-7);PUBCHEM:(53942843 139629460 10219460 141578460 59890955 34777 12198199 18653403);DSSTox:(DTXSID30870718);PUBMED"	137507373634	152.071	167	2.781	695994797640195968	695994654954162944	222	NA	"CHEBI:167876"	"Hydroxyphenylpyruvic acid"	"3.97"	"2"	222
"C1=CC(=CC(=C1)O)C=CC(=O)O"	1	3	"0.159"	"0.610"	-38.276	0.064	0.001	63.311	"C9H8O3"	"[M - H2O + H]+"	"C9H7O2+"	"KKSDGJDHHZEWEP"	"InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)"	"M-Coumaric Acid"	1.393	"5316112;124202751;76172749;637541;131871544;11496;54694258;71310991"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001713);MiMeDB:(MMDBc0030307);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(11496 637541);SUPERNATURAL:(SN0188243);MESH:(637541);FooDB:(FDB002590);PUBCHEM:(5316112 124202751 76172749 637541 131871544 11496 54694258 71310991);COCONUT:(CNP0335428);NORMAN:(NS00014562 NS00076981);METACYC:(CPD-10797);CHEBI:(47926 47928 32357 47925 47927);KEGG:(C12621);DSSTox:(DTXSID001336224 DTXSID00891551 DTXSID30746429 DTXSID901270116);LOTUS:(Q27120850 Q6712039);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	139443046766	147.044	193	3.214	695994820415268736	695994657776929920	299	NA	NA	NA	NA	NA	299
"C1=CC(=CC(=C1)OC(F)(F)F)C(CCO)N"	1	1	"0.014"	"0.014"	-362.067	0.998	0.257	127.757	"C10H12F3NO2"	"[M + H3N + H]+"	"C10H16F3N2O2+"	"GXJHQFQPGIMRQW"	"InChI=1S/C10H12F3NO2/c11-10(12,13)16-8-3-1-2-7(6-8)9(14)4-5-15/h1-3,6,9,15H,4-5,14H2"	"3-Amino-3-[3-(trifluoromethoxy)phenyl]propan-1-ol"	1.7	"103693333;124428067;124428068"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(103693333 124428067 124428068)"	67108866	253.117	138	2.294	695994790702816640	695994649837111808	140	NA	NA	NA	NA	NA	140
"C1=CC(=CC=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)OC3C(C(C(C(O3)CO)O)O)O"	1	2	"0.537"	"0.537"	-142.868	0.081	0.07	23.661	"C19H26O13"	"[M + Na]+"	"C19H26NaO13+"	"MMVLVHFEKMGNDI"	"InChI=1S/C19H26O13/c20-5-9-11(22)13(24)15(26)18(30-9)29-8-3-1-7(2-4-8)17(28)32-19-16(27)14(25)12(23)10(6-21)31-19/h1-4,9-16,18-27H,5-6H2"	"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl 4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}benzoate"	-2.67	"11259755;72773194"	"COCONUT:(CNP0102600);SUPERNATURAL:(SN0229857);PUBCHEM:(11259755 72773194);LOTUS:(Q105168111);PUBMED"	271581250	485.127	277	4.609	695994946860957824	695994665616084992	531	NA	NA	NA	NA	NA	531
"C1=CC(=CC=C1C#N)O[O]"	1	1	"-Infinity"	"-Infinity"	-88.359	0.997	0.333	74.633	"C7H4NO2"	"[M + H3N + H]+"	"C7H8N2O2+"	"RPAMPCPHOLKECB"	"InChI=1S/C7H4NO2/c8-5-6-1-3-7(10-9)4-2-6/h1-4H"	NA	1.356	"131849049"	"PUBCHEM:(131849049)"	2	152.057	240	4.005	695994818087429760	695994661757324928	415	NA	NA	NA	NA	NA	415
"C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)N)O"	1	1	"0.049"	"0.049"	-834.961	1	0.992	25.027	"C24H34N6O10"	"[M + Na]+"	"C24H34N6NaO10+"	"YSPJWDABFLRKDK"	"InChI=1S/C24H34N6O10/c25-14(5-10-20(34)35)21(36)28-15(6-8-18(26)32)22(37)29-16(7-9-19(27)33)23(38)30-17(24(39)40)11-12-1-3-13(31)4-2-12/h1-4,14-17,31H,5-11,25H2,(H2,26,32)(H2,27,33)(H,28,36)(H,29,37)(H,30,38)(H,34,35)(H,39,40)"	"H-DL-Glu-DL-Gln-DL-Gln-DL-Tyr-OH"	-2.67	"137333780;18264974"	"CHEBI:(137253);PUBCHEM:(137333780 18264974)"	34	589.225	405	6.758	695995067443007616	695994674927440896	788	NA	NA	NA	NA	NA	788
"C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)N)O"	1	1	"0.037"	"0.037"	-930.588	1	1	41.326	"C24H34N6O10"	"[M + Na]+"	"C24H34N6NaO10+"	"YSPJWDABFLRKDK"	"InChI=1S/C24H34N6O10/c25-14(5-10-20(34)35)21(36)28-15(6-8-18(26)32)22(37)29-16(7-9-19(27)33)23(38)30-17(24(39)40)11-12-1-3-13(31)4-2-12/h1-4,14-17,31H,5-11,25H2,(H2,26,32)(H2,27,33)(H,28,36)(H,29,37)(H,30,38)(H,34,35)(H,39,40)"	"H-DL-Glu-DL-Gln-DL-Gln-DL-Tyr-OH"	-2.67	"137333780;18264974"	"CHEBI:(137253);PUBCHEM:(137333780 18264974)"	34	589.225	398	6.641	695995040062590208	695994674482844672	777	NA	NA	NA	NA	NA	777
"C1=CC(=CC=C1NCCO)O"	1	2	"0.138"	"0.238"	-104.432	0.146	0.017	35.677	"C8H11NO2"	"[M - H2O + H]+"	"C8H10NO+"	"SOVXTYUYJRFSOG"	"InChI=1S/C8H11NO2/c10-6-5-9-7-1-3-8(11)4-2-7/h1-4,9-11H,5-6H2"	"2-(4-Hydroxyanilino)ethanol"	0.753	"3016506"	"NORMAN:(NS00031977);PUBCHEM:(3016506);DSSTox:(DTXSID80198131)"	137439215618	136.076	249	4.158	695994808738325632	695994662675877504	444	NA	NA	NA	NA	NA	444
"C1=CC(=CC=C1NN=NCC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-]"	1	1	"0.045"	"0.045"	-279.039	1	1	149.282	"C13H18N4O7"	"[M + K]+"	"C13H18KN4O7+"	"YPSDUJLVLCITNC"	"InChI=1S/C13H18N4O7/c18-6-10-12(20)13(21)11(19)9(24-10)5-14-16-15-7-1-3-8(4-2-7)17(22)23/h1-4,9-13,18-21H,5-6H2,(H,14,15)"	"beta-D-Glucopyranosyl-4-nitrophenyltriazene"	-0.1	"20839198;21124156;21124157;100961566;162893"	"BloodExposome:(162893);MESH:(162893);PUBCHEM:(20839198 21124156 21124157 100961566 162893);DSSTox:(DTXSID60975301);PUBMED:(null)"	137443147846	381.08	362	6.037	695995027207048064	695994671433585280	696	NA	NA	NA	NA	NA	696
"C1=CC(=CN=C1)C(=O)N"	1	3	"0.605"	"0.778"	-21.45	0.096	0.333	20.515	"C6H6N2O"	"[M + H]+"	"C6H7N2O+"	"DFPAKSUCGFBDDF"	"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)"	"Niacin"	-0.093	"155603457;155654082;163196485;15554907;15554909;23070210;16217434;129656287;129708200;4712715;124203111;644257;153547214;131709068;131853291;11159323;11389387;936;450321;450552"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0001406);MiMeDB:(MMDBc0000192);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(936);SUPERNATURAL:(SN0064437);HSDB:(98-92-0);MESH:(936);FooDB:(FDB012485);PUBCHEM:(155603457 155654082 163196485 15554907 15554909 23070210 16217434 129656287 129708200 4712715 124203111 644257 153547214 131709068 131853291 11159323 11389387 936 450321 450552);GNPS:(CCMSLIB00003137253 CCMSLIB00000479720);COCONUT:(CNP0150794);NORMAN:(NS00005364 NS00082982 NS00083462);METACYC:(NIACINAMIDE);PLANTCYC:(NIACINAMIDE);CHEBI:(17154);KEGG:(C00153);DSSTox:(DTXSID00179982 DTXSID2020929 DTXSID20574036 DTXSID401340281 DTXSID40349349 DTXSID60584391 DTXSID90586267);LOTUS:(Q192423);YMDB:(YMDB00274);PUBCHEMANNOTATIONDRUG;PUBCHEMANNOTATIONFOOD;PUBMED;KNAPSACK:(DFPAKSUCGFBDDF-UHFFFAOYSA-N)"	139577465726	123.056	297	4.956	695994934064135680	695994667432218880	577	NA	"CHEBI:118547"	"N-[(2S,3R,6S)-6-[2-[(3,4-dichlorophenyl)methylamino]-2-oxoethyl]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-3-yl]-3-pyridinecarboxamide"	"2.81"	"2"	577
"C1=CC(=CN=C1)NC(=O)CCC(=O)O"	1	1	"0.080"	"0.124"	-167.786	0.999	0.333	59.941	"C9H10N2O3"	"[M + H3N + H]+"	"C9H14N3O3+"	"CRCDHMGBWOILNF"	"InChI=1S/C9H10N2O3/c12-8(3-4-9(13)14)11-7-2-1-5-10-6-7/h1-2,5-6H,3-4H2,(H,11,12)(H,13,14)"	"4-Oxo-4-(pyridin-3-ylamino)butanoate"	0.131	"6922765;697037"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(697037);MESH:(697037);PUBCHEM:(6922765 697037);DSSTox:(DTXSID20351309);PUBMED"	137510256710	212.103	300	4.998	695994923897142272	695994667524493568	579	NA	NA	NA	NA	NA	579
"C1=CC(=CN=C1)NC(=O)COCC(=O)O"	1	2	"0.250"	"0.250"	-142.399	0.024	0.333	69.086	"C9H10N2O4"	"[M + H3N + H]+"	"C9H14N3O4+"	"MKQGEKYXPVAARY"	"InChI=1S/C9H10N2O4/c12-8(5-15-6-9(13)14)11-7-2-1-3-10-4-7/h1-4H,5-6H2,(H,11,12)(H,13,14)"	"2-[2-Oxo-2-(pyridin-3-ylamino)ethoxy]acetate"	-0.317	"6922577;695634"	"CHEBI:(194287);PUBCHEM:(6922577 695634)"	34	228.097	329	5.483	695994906889238784	695994668828922240	618	NA	NA	NA	NA	NA	618
"C1=CC(=NN=C1)C=O"	1	1	"0.166"	"0.166"	-67.508	0.528	0.333	17.163	"C5H4N2O"	"[M + H3N + H]+"	"C5H8N3O+"	"YRUFRSUZZACWCW"	"InChI=1S/C5H4N2O/c8-4-5-2-1-3-6-7-5/h1-4H"	"Pyridazine-3-carbaldehyde"	-0.4	"13011727"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(13011727);DSSTox:(DTXSID70515075);PUBMED"	137506062402	126.067	276	4.606	695994890925716864	695994665590919168	530	NA	NA	NA	NA	NA	530
"C1=CC(=O)N(C1=O)CCCCCCN2C(=O)C=CC2=O"	1	2	"0.047"	"0.047"	-183.635	0.103	0.333	77.105	"C14H16N2O4"	"[M + H3N + H]+"	"C14H20N3O4+"	"PYVHLZLQVWXBDZ"	"InChI=1S/C14H16N2O4/c17-11-5-6-12(18)15(11)9-3-1-2-4-10-16-13(19)7-8-14(16)20/h5-8H,1-4,9-10H2"	"1,6-Bismaleimidohexane"	0.2	"20992"	"NORMAN:(NS00031808);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(20992);MESH:(20992);PUBCHEM:(20992);DSSTox:(DTXSID3073343);PUBMED"	137510518854	294.146	335	5.588	695994939143437952	695994669353210240	636	NA	NA	NA	NA	NA	636
"C1=CC(=O)N=NN=C1"	1	1	"0.015"	"0.015"	-103.445	1	0.333	40.811	"C4H3N3O"	"[M + H3N + H]+"	"C4H7N4O+"	"FZBHUSOKLCORHH"	"InChI=1S/C4H3N3O/c8-4-2-1-3-5-7-6-4/h1-3H"	"Triazepinone"	0.1	"22499071"	"BloodExposome:(22499071);MESH:(22499071);PUBCHEM:(22499071);PUBMED"	4194374	127.062	231	3.854	695994831500814848	695994661274979840	397	NA	NA	NA	NA	NA	397
"C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O"	1	1	"0.541"	"0.566"	-90.674	0.513	0.333	90.962	"C12H17NO8"	"[M - H2O + H]+"	"C12H16NO7+"	"HASDUOHKNMHNJA"	"InChI=1S/C12H17NO8/c13-4-12(2-1-5(15)10(12)19)21-11-9(18)8(17)7(16)6(3-14)20-11/h1-2,5-11,14-19H,3H2"	"Gynocardin"	-2.7	"163035124;5458881;92249796;92249797;92249798;92249799;13942401;122812;441466"	"PUBCHEMANNOTATIONBIO;COCONUT:(CNP0314593);HMDB:(HMDB0029913);BloodExposome:(122812);CHEBI:(5578);SUPERNATURAL:(SN0120454);KEGG:(C08331);FooDB:(FDB001168);PUBCHEM:(163035124 5458881 92249796 92249797 92249798 92249799 13942401 122812 441466);DSSTox:(DTXSID30931818);LOTUS:(Q105025022 Q105025023 Q104396878 Q27106811);PUBCHEMANNOTATIONDRUG"	138301931818	286.092	381	6.349	695994987260495104	695994672998060928	741	NA	NA	NA	NA	NA	741
"C1=CC(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)(CO)O"	1	2	"0.350"	"0.350"	-55.007	0.066	0.005	66.637	"C16H22O11"	"[M + Na]+"	"C16H22NaO11+"	"HPWWQPXTUDMRBI"	"InChI=1S/C16H22O11/c17-3-8-10(19)11(20)12(21)15(26-8)27-14-9-6(1-2-16(9,24)5-18)7(4-25-14)13(22)23/h1-2,4,6,8-12,14-15,17-21,24H,3,5H2,(H,22,23)"	"Monotropein"	-3.1	"95400956;95400957;95400958;154828058;124893110;124893111;124893112;124893113;163199228;50989841;23304521;154497023;69654313;124298534;124403261;162905351;162905352;162905353;162905354;162905355;162905356;20054974;6325705;146159284;126970018;92338457;91884682;3488508;131706679;73466;259216;11574644;133602843;138107384"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0035608);TeroMol:(TKC130548 TKC130541 TKC130546 TKC130540 TKC130545 TKC021464 TKC130543 TKC130538 TKC130542 TKC130544 TKC021472 TKC130547);BloodExposome:(73466);LIPIDMAPS:(LMPR0102070012);SUPERNATURAL:(SN0132233);MESH:(73466);FooDB:(FDB014309);PUBCHEM:(95400956 95400957 95400958 154828058 124893110 124893111 124893112 124893113 163199228 50989841 23304521 154497023 69654313 124298534 124403261 162905351 162905352 162905353 162905354 162905355 162905356 20054974 6325705 146159284 126970018 92338457 91884682 3488508 131706679 73466 259216 11574644 133602843 138107384);COCONUT:(CNP0173700);CHEBI:(6988);KEGG:(C09788);DSSTox:(DTXSID40974857);LOTUS:(Q105031934 Q105031956 Q105031929 Q27107380);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(HPWWQPXTUDMRBI-UHFFFAOYSA-N)"	140457804158	413.106	279	4.647	695994976556630912	695994665821605888	538	NA	NA	NA	NA	NA	538
"C1=CC=C(C(=C1)C(=O)NC(CO)C(=O)O)O"	1	3	"0.918"	"0.918"	-30.738	0.046	0.333	33.219	"C10H11NO5"	"[M + H]+"	"C10H12NO5+"	"SAEFXOJAEDXDBM"	"InChI=1S/C10H11NO5/c12-5-7(10(15)16)11-9(14)6-3-1-2-4-8(6)13/h1-4,7,12-13H,5H2,(H,11,14)(H,15,16)"	"Madurastatin B2"	0.3	"16770858;11368103;26205277"	"COCONUT:(CNP0347502);CHEBI:(182135);SUPERNATURAL:(SN0339948);PUBCHEM:(16770858 11368103 26205277);DSSTox:(DTXSID701335865);LOTUS:(Q77495778);GNPS:(CCMSLIB00000846354)"	137710538786	226.071	210	3.508	695994812915852544	695994659395931392	344	NA	NA	NA	NA	NA	344
"C1=CC=C(C(=C1)C(=O)O)O"	1	1	"0.835"	"0.920"	-13.206	1	0.5	17.681	"C7H6O3"	"[M - H2O + H]+"	"C7H5O2+"	"YGSDEFSMJLZEOE"	"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)"	"Saligel"	0.897	"102602065;155803953;135034635;118212070;102100676;102331052;140849591;90646838;153694051;153951960;131698722;123799354;149354652;338;134971;450660;46782907;46782908;12217761;12217763;12217766;12217770;90139690;18681510;54675850;71309006;57607825;57607831"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001895 HMDB0302214);MiMeDB:(MMDBc0000777 MMDBc0054663);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23663621 16760658 54697583 54675850 338);SUPERNATURAL:(SN0449952);HSDB:(69-72-7);MESH:(338 54675850);FooDB:(FDB003693 FDB031164);PUBCHEM:(102602065 155803953 135034635 118212070 102100676 102331052 140849591 90646838 153694051 153951960 131698722 123799354 149354652 338 134971 450660 46782907 46782908 12217761 12217763 12217766 12217770 90139690 18681510 54675850 71309006 57607825 57607831);COCONUT:(CNP0230203);NORMAN:(NS00010274 NS00080372 NS00080376);METACYC:(CPD0-621 CPD-110);PLANTCYC:(CPD-110);CHEBI:(30762 9180 16914 178057);KEGG:(C00805);DSSTox:(DTXSID10676139 DTXSID20676140 DTXSID30883424 DTXSID5021708 DTXSID60889616 DTXSID7026368 DTXSID70948389 DTXSID70954768 DTXSID80883439 DTXSID80889734 DTXSID9060366);LOTUS:(Q193572);YMDB:(YMDB01322);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(YGSDEFSMJLZEOE-UHFFFAOYSA-N)"	139577461630	121.029	161	2.689	695994803298312832	695994654262102784	205	NA	"CHEBI:232423"	"concanavalin A"	"2.54"	"2"	205
"C1=CC=C(C(=C1)C(=O)O)O"	1	1	"0.613"	"0.743"	-24.81	1	0.495	24.404	"C7H6O3"	"[M - H2O + H]+"	"C7H5O2+"	"YGSDEFSMJLZEOE"	"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)"	"Saligel"	0.897	"102602065;155803953;135034635;118212070;102100676;102331052;140849591;90646838;153694051;153951960;131698722;123799354;149354652;338;134971;450660;46782907;46782908;12217761;12217763;12217766;12217770;90139690;18681510;54675850;71309006;57607825;57607831"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001895 HMDB0302214);MiMeDB:(MMDBc0000777 MMDBc0054663);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23663621 16760658 54697583 54675850 338);SUPERNATURAL:(SN0449952);HSDB:(69-72-7);MESH:(338 54675850);FooDB:(FDB003693 FDB031164);PUBCHEM:(102602065 155803953 135034635 118212070 102100676 102331052 140849591 90646838 153694051 153951960 131698722 123799354 149354652 338 134971 450660 46782907 46782908 12217761 12217763 12217766 12217770 90139690 18681510 54675850 71309006 57607825 57607831);COCONUT:(CNP0230203);NORMAN:(NS00010274 NS00080372 NS00080376);METACYC:(CPD0-621 CPD-110);PLANTCYC:(CPD-110);CHEBI:(30762 9180 16914 178057);KEGG:(C00805);DSSTox:(DTXSID10676139 DTXSID20676140 DTXSID30883424 DTXSID5021708 DTXSID60889616 DTXSID7026368 DTXSID70948389 DTXSID70954768 DTXSID80883439 DTXSID80889734 DTXSID9060366);LOTUS:(Q193572);YMDB:(YMDB01322);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(YGSDEFSMJLZEOE-UHFFFAOYSA-N)"	139577461630	121.029	211	3.512	695994816388736512	695994659496594688	347	NA	"CHEBI:232423"	"concanavalin A"	"2.54"	"2"	347
"C1=CC=C(C=C1)C(=CO)O"	1	1	"0.156"	"0.174"	-55.039	1	0.419	35.764	"C8H8O2"	"[M - H2O + H]+"	"C8H7O+"	"NYSXWUPVOCFRSE"	"InChI=1S/C8H8O2/c9-6-8(10)7-4-2-1-3-5-7/h1-6,9-10H"	"1-phenylethene-1,2-diol"	1.4	"12785604;68632859"	"COCONUT:(CNP0119701);SUPERNATURAL:(SN0258805);PUBCHEM:(12785604 68632859);LOTUS:(Q105187668 Q105187667);PUBMED:(null)"	271581250	119.05	280	4.67	695994882579051520	695994666098430080	546	NA	NA	NA	NA	NA	546
"C1=CC=C(C=C1)C(=O)OC(CC#N)CC(=O)O"	1	1	"0.124"	"0.124"	-233.899	0.915	0.332	39.605	"C12H11NO4"	"[M + H3N + H]+"	"C12H15N2O4+"	"GKWZKZVNTLJRFP"	"InChI=1S/C12H11NO4/c13-7-6-10(8-11(14)15)17-12(16)9-4-2-1-3-5-9/h1-5,10H,6,8H2,(H,14,15)"	"(3S)-3-benzoyloxy-4-cyanobutanoic acid"	1	"21681811;192292"	"MESH:(192292 21681811);PUBCHEM:(21681811 192292);DSSTox:(DTXSID70929996);PUBMED"	137438953542	251.103	150	2.508	695994788374977792	695994651615496832	168	NA	NA	NA	NA	NA	168
